IBRC_Geo_ID,State,Year,District Name,BEA Per Capita Personal Income
6500001,AK,2001,Kenai Peninsula Economic Development District,30401
6500001,AK,2002,Kenai Peninsula Economic Development District,30746
6500001,AK,2003,Kenai Peninsula Economic Development District,31153
6500001,AK,2004,Kenai Peninsula Economic Development District,32286
6500001,AK,2005,Kenai Peninsula Economic Development District,33604
6500001,AK,2006,Kenai Peninsula Economic Development District,35281
6500001,AK,2007,Kenai Peninsula Economic Development District,37524
6500001,AK,2008,Kenai Peninsula Economic Development District,42075
6500001,AK,2009,Kenai Peninsula Economic Development District,41709
6500001,AK,2010,Kenai Peninsula Economic Development District,43811
6500001,AK,2011,Kenai Peninsula Economic Development District,46357
6500001,AK,2012,Kenai Peninsula Economic Development District,47537
6500001,AK,2013,Kenai Peninsula Economic Development District,46703
6500001,AK,2014,Kenai Peninsula Economic Development District,50330
6500001,AK,2015,Kenai Peninsula Economic Development District,50737
6500001,AK,2016,Kenai Peninsula Economic Development District,49371
6500001,AK,2017,Kenai Peninsula Economic Development District,49780
6500001,AK,2018,Kenai Peninsula Economic Development District,51687
6500001,AK,2019,Kenai Peninsula Economic Development District,53952
6500001,AK,2020,Kenai Peninsula Economic Development District,55778
6500001,AK,2021,Kenai Peninsula Economic Development District,59083
6500001,AK,2022,Kenai Peninsula Economic Development District,60430
6500001,AK,2023,Kenai Peninsula Economic Development District,62052
6500002,AK,2001,Prince William Sound Economic Development District,0
6500002,AK,2002,Prince William Sound Economic Development District,0
6500002,AK,2003,Prince William Sound Economic Development District,0
6500002,AK,2004,Prince William Sound Economic Development District,0
6500002,AK,2005,Prince William Sound Economic Development District,0
6500002,AK,2006,Prince William Sound Economic Development District,0
6500002,AK,2007,Prince William Sound Economic Development District,0
6500002,AK,2008,Prince William Sound Economic Development District,0
6500002,AK,2009,Prince William Sound Economic Development District,0
6500002,AK,2010,Prince William Sound Economic Development District,0
6500002,AK,2011,Prince William Sound Economic Development District,0
6500002,AK,2012,Prince William Sound Economic Development District,0
6500002,AK,2013,Prince William Sound Economic Development District,0
6500002,AK,2014,Prince William Sound Economic Development District,0
6500002,AK,2015,Prince William Sound Economic Development District,0
6500002,AK,2016,Prince William Sound Economic Development District,0
6500002,AK,2017,Prince William Sound Economic Development District,0
6500002,AK,2018,Prince William Sound Economic Development District,0
6500002,AK,2019,Prince William Sound Economic Development District,0
6500002,AK,2020,Prince William Sound Economic Development District,61399
6500002,AK,2021,Prince William Sound Economic Development District,68663
6500002,AK,2022,Prince William Sound Economic Development District,70051
6500002,AK,2023,Prince William Sound Economic Development District,75423
6500003,AK,2001,Southeast Conference,36035
6500003,AK,2002,Southeast Conference,36371
6500003,AK,2003,Southeast Conference,37933
6500003,AK,2004,Southeast Conference,38525
6500003,AK,2005,Southeast Conference,40687
6500003,AK,2006,Southeast Conference,42468
6500003,AK,2007,Southeast Conference,45343
6500003,AK,2008,Southeast Conference,48764
6500003,AK,2009,Southeast Conference,51003
6500003,AK,2010,Southeast Conference,53816
6500003,AK,2011,Southeast Conference,57402
6500003,AK,2012,Southeast Conference,59406
6500003,AK,2013,Southeast Conference,59436
6500003,AK,2014,Southeast Conference,61384
6500003,AK,2015,Southeast Conference,62866
6500003,AK,2016,Southeast Conference,62592
6500003,AK,2017,Southeast Conference,65007
6500003,AK,2018,Southeast Conference,68039
6500003,AK,2019,Southeast Conference,69705
6500003,AK,2020,Southeast Conference,69121
6500003,AK,2021,Southeast Conference,73956
6500003,AK,2022,Southeast Conference,77619
6500003,AK,2023,Southeast Conference,81386
6500004,AK,2001,Southwest Alaska Municipal Conference,28470
6500004,AK,2002,Southwest Alaska Municipal Conference,29272
6500004,AK,2003,Southwest Alaska Municipal Conference,32265
6500004,AK,2004,Southwest Alaska Municipal Conference,33112
6500004,AK,2005,Southwest Alaska Municipal Conference,34879
6500004,AK,2006,Southwest Alaska Municipal Conference,37061
6500004,AK,2007,Southwest Alaska Municipal Conference,38486
6500004,AK,2008,Southwest Alaska Municipal Conference,41923
6500004,AK,2009,Southwest Alaska Municipal Conference,41405
6500004,AK,2010,Southwest Alaska Municipal Conference,45652
6500004,AK,2011,Southwest Alaska Municipal Conference,48899
6500004,AK,2012,Southwest Alaska Municipal Conference,51691
6500004,AK,2013,Southwest Alaska Municipal Conference,51932
6500004,AK,2014,Southwest Alaska Municipal Conference,55134
6500004,AK,2015,Southwest Alaska Municipal Conference,57932
6500004,AK,2016,Southwest Alaska Municipal Conference,57788
6500004,AK,2017,Southwest Alaska Municipal Conference,59583
6500004,AK,2018,Southwest Alaska Municipal Conference,61113
6500004,AK,2019,Southwest Alaska Municipal Conference,62558
6500004,AK,2020,Southwest Alaska Municipal Conference,64366
6500004,AK,2021,Southwest Alaska Municipal Conference,67525
6500004,AK,2022,Southwest Alaska Municipal Conference,70904
6500004,AK,2023,Southwest Alaska Municipal Conference,75345
6500005,AL,2001,Alabama-Tombigbee Regional Commission,19697
6500005,AL,2002,Alabama-Tombigbee Regional Commission,20085
6500005,AL,2003,Alabama-Tombigbee Regional Commission,20955
6500005,AL,2004,Alabama-Tombigbee Regional Commission,22484
6500005,AL,2005,Alabama-Tombigbee Regional Commission,23415
6500005,AL,2006,Alabama-Tombigbee Regional Commission,24548
6500005,AL,2007,Alabama-Tombigbee Regional Commission,25565
6500005,AL,2008,Alabama-Tombigbee Regional Commission,26528
6500005,AL,2009,Alabama-Tombigbee Regional Commission,26643
6500005,AL,2010,Alabama-Tombigbee Regional Commission,27952
6500005,AL,2011,Alabama-Tombigbee Regional Commission,28642
6500005,AL,2012,Alabama-Tombigbee Regional Commission,29211
6500005,AL,2013,Alabama-Tombigbee Regional Commission,30409
6500005,AL,2014,Alabama-Tombigbee Regional Commission,30824
6500005,AL,2015,Alabama-Tombigbee Regional Commission,32030
6500005,AL,2016,Alabama-Tombigbee Regional Commission,32590
6500005,AL,2017,Alabama-Tombigbee Regional Commission,33351
6500005,AL,2018,Alabama-Tombigbee Regional Commission,34417
6500005,AL,2019,Alabama-Tombigbee Regional Commission,35979
6500005,AL,2020,Alabama-Tombigbee Regional Commission,39490
6500005,AL,2021,Alabama-Tombigbee Regional Commission,43055
6500005,AL,2022,Alabama-Tombigbee Regional Commission,43303
6500005,AL,2023,Alabama-Tombigbee Regional Commission,45679
6500006,AL,2001,East Alabama Regional Planning and Development Commission,21645
6500006,AL,2002,East Alabama Regional Planning and Development Commission,22376
6500006,AL,2003,East Alabama Regional Planning and Development Commission,23361
6500006,AL,2004,East Alabama Regional Planning and Development Commission,24819
6500006,AL,2005,East Alabama Regional Planning and Development Commission,25775
6500006,AL,2006,East Alabama Regional Planning and Development Commission,26723
6500006,AL,2007,East Alabama Regional Planning and Development Commission,28076
6500006,AL,2008,East Alabama Regional Planning and Development Commission,28879
6500006,AL,2009,East Alabama Regional Planning and Development Commission,28515
6500006,AL,2010,East Alabama Regional Planning and Development Commission,29433
6500006,AL,2011,East Alabama Regional Planning and Development Commission,29962
6500006,AL,2012,East Alabama Regional Planning and Development Commission,30561
6500006,AL,2013,East Alabama Regional Planning and Development Commission,30757
6500006,AL,2014,East Alabama Regional Planning and Development Commission,31744
6500006,AL,2015,East Alabama Regional Planning and Development Commission,33069
6500006,AL,2016,East Alabama Regional Planning and Development Commission,33498
6500006,AL,2017,East Alabama Regional Planning and Development Commission,34158
6500006,AL,2018,East Alabama Regional Planning and Development Commission,35228
6500006,AL,2019,East Alabama Regional Planning and Development Commission,36513
6500006,AL,2020,East Alabama Regional Planning and Development Commission,38990
6500006,AL,2021,East Alabama Regional Planning and Development Commission,42772
6500006,AL,2022,East Alabama Regional Planning and Development Commission,42860
6500006,AL,2023,East Alabama Regional Planning and Development Commission,44476
6500007,AL,2001,North-Central Alabama Council of Governments,24149
6500007,AL,2002,North-Central Alabama Council of Governments,24199
6500007,AL,2003,North-Central Alabama Council of Governments,25492
6500007,AL,2004,North-Central Alabama Council of Governments,27040
6500007,AL,2005,North-Central Alabama Council of Governments,27995
6500007,AL,2006,North-Central Alabama Council of Governments,28863
6500007,AL,2007,North-Central Alabama Council of Governments,30072
6500007,AL,2008,North-Central Alabama Council of Governments,30930
6500007,AL,2009,North-Central Alabama Council of Governments,30311
6500007,AL,2010,North-Central Alabama Council of Governments,31047
6500007,AL,2011,North-Central Alabama Council of Governments,31505
6500007,AL,2012,North-Central Alabama Council of Governments,32353
6500007,AL,2013,North-Central Alabama Council of Governments,33365
6500007,AL,2014,North-Central Alabama Council of Governments,34333
6500007,AL,2015,North-Central Alabama Council of Governments,35456
6500007,AL,2016,North-Central Alabama Council of Governments,35197
6500007,AL,2017,North-Central Alabama Council of Governments,36459
6500007,AL,2018,North-Central Alabama Council of Governments,37795
6500007,AL,2019,North-Central Alabama Council of Governments,39602
6500007,AL,2020,North-Central Alabama Council of Governments,41837
6500007,AL,2021,North-Central Alabama Council of Governments,46071
6500007,AL,2022,North-Central Alabama Council of Governments,47867
6500007,AL,2023,North-Central Alabama Council of Governments,49367
6500008,AL,2001,Northwest Alabama Council of Local Governments,21825
6500008,AL,2002,Northwest Alabama Council of Local Governments,22118
6500008,AL,2003,Northwest Alabama Council of Local Governments,23012
6500008,AL,2004,Northwest Alabama Council of Local Governments,24609
6500008,AL,2005,Northwest Alabama Council of Local Governments,25953
6500008,AL,2006,Northwest Alabama Council of Local Governments,26825
6500008,AL,2007,Northwest Alabama Council of Local Governments,28226
6500008,AL,2008,Northwest Alabama Council of Local Governments,28831
6500008,AL,2009,Northwest Alabama Council of Local Governments,28509
6500008,AL,2010,Northwest Alabama Council of Local Governments,29687
6500008,AL,2011,Northwest Alabama Council of Local Governments,30231
6500008,AL,2012,Northwest Alabama Council of Local Governments,30687
6500008,AL,2013,Northwest Alabama Council of Local Governments,30901
6500008,AL,2014,Northwest Alabama Council of Local Governments,32150
6500008,AL,2015,Northwest Alabama Council of Local Governments,33235
6500008,AL,2016,Northwest Alabama Council of Local Governments,33427
6500008,AL,2017,Northwest Alabama Council of Local Governments,34217
6500008,AL,2018,Northwest Alabama Council of Local Governments,35226
6500008,AL,2019,Northwest Alabama Council of Local Governments,36671
6500008,AL,2020,Northwest Alabama Council of Local Governments,40007
6500008,AL,2021,Northwest Alabama Council of Local Governments,43434
6500008,AL,2022,Northwest Alabama Council of Local Governments,44296
6500008,AL,2023,Northwest Alabama Council of Local Governments,46047
6500009,AL,2001,Regional Planning Commission of Greater Birmingham,29903
6500009,AL,2002,Regional Planning Commission of Greater Birmingham,30721
6500009,AL,2003,Regional Planning Commission of Greater Birmingham,31738
6500009,AL,2004,Regional Planning Commission of Greater Birmingham,33978
6500009,AL,2005,Regional Planning Commission of Greater Birmingham,35714
6500009,AL,2006,Regional Planning Commission of Greater Birmingham,37628
6500009,AL,2007,Regional Planning Commission of Greater Birmingham,38956
6500009,AL,2008,Regional Planning Commission of Greater Birmingham,39814
6500009,AL,2009,Regional Planning Commission of Greater Birmingham,37989
6500009,AL,2010,Regional Planning Commission of Greater Birmingham,39332
6500009,AL,2011,Regional Planning Commission of Greater Birmingham,40666
6500009,AL,2012,Regional Planning Commission of Greater Birmingham,42225
6500009,AL,2013,Regional Planning Commission of Greater Birmingham,41860
6500009,AL,2014,Regional Planning Commission of Greater Birmingham,43293
6500009,AL,2015,Regional Planning Commission of Greater Birmingham,45256
6500009,AL,2016,Regional Planning Commission of Greater Birmingham,45790
6500009,AL,2017,Regional Planning Commission of Greater Birmingham,47908
6500009,AL,2018,Regional Planning Commission of Greater Birmingham,49850
6500009,AL,2019,Regional Planning Commission of Greater Birmingham,51674
6500009,AL,2020,Regional Planning Commission of Greater Birmingham,54504
6500009,AL,2021,Regional Planning Commission of Greater Birmingham,60615
6500009,AL,2022,Regional Planning Commission of Greater Birmingham,62701
6500009,AL,2023,Regional Planning Commission of Greater Birmingham,66167
6500010,AL,2001,South Alabama Regional Planning Commission,23884
6500010,AL,2002,South Alabama Regional Planning Commission,24290
6500010,AL,2003,South Alabama Regional Planning Commission,24980
6500010,AL,2004,South Alabama Regional Planning Commission,26388
6500010,AL,2005,South Alabama Regional Planning Commission,28301
6500010,AL,2006,South Alabama Regional Planning Commission,30790
6500010,AL,2007,South Alabama Regional Planning Commission,31718
6500010,AL,2008,South Alabama Regional Planning Commission,32462
6500010,AL,2009,South Alabama Regional Planning Commission,31642
6500010,AL,2010,South Alabama Regional Planning Commission,32983
6500010,AL,2011,South Alabama Regional Planning Commission,34581
6500010,AL,2012,South Alabama Regional Planning Commission,34498
6500010,AL,2013,South Alabama Regional Planning Commission,34841
6500010,AL,2014,South Alabama Regional Planning Commission,35706
6500010,AL,2015,South Alabama Regional Planning Commission,37210
6500010,AL,2016,South Alabama Regional Planning Commission,37855
6500010,AL,2017,South Alabama Regional Planning Commission,38916
6500010,AL,2018,South Alabama Regional Planning Commission,40143
6500010,AL,2019,South Alabama Regional Planning Commission,41846
6500010,AL,2020,South Alabama Regional Planning Commission,45060
6500010,AL,2021,South Alabama Regional Planning Commission,50261
6500010,AL,2022,South Alabama Regional Planning Commission,51263
6500010,AL,2023,South Alabama Regional Planning Commission,53852
6500011,AL,2001,South Central Alabama Development Commission,25482
6500011,AL,2002,South Central Alabama Development Commission,26525
6500011,AL,2003,South Central Alabama Development Commission,27734
6500011,AL,2004,South Central Alabama Development Commission,29575
6500011,AL,2005,South Central Alabama Development Commission,30667
6500011,AL,2006,South Central Alabama Development Commission,31729
6500011,AL,2007,South Central Alabama Development Commission,32467
6500011,AL,2008,South Central Alabama Development Commission,33005
6500011,AL,2009,South Central Alabama Development Commission,32730
6500011,AL,2010,South Central Alabama Development Commission,33408
6500011,AL,2011,South Central Alabama Development Commission,34573
6500011,AL,2012,South Central Alabama Development Commission,34611
6500011,AL,2013,South Central Alabama Development Commission,35011
6500011,AL,2014,South Central Alabama Development Commission,36080
6500011,AL,2015,South Central Alabama Development Commission,37525
6500011,AL,2016,South Central Alabama Development Commission,38174
6500011,AL,2017,South Central Alabama Development Commission,39088
6500011,AL,2018,South Central Alabama Development Commission,39923
6500011,AL,2019,South Central Alabama Development Commission,40833
6500011,AL,2020,South Central Alabama Development Commission,43724
6500011,AL,2021,South Central Alabama Development Commission,47638
6500011,AL,2022,South Central Alabama Development Commission,49024
6500011,AL,2023,South Central Alabama Development Commission,51608
6500012,AL,2001,Southeast Alabama Regional Planning and Development Commission,23717
6500012,AL,2002,Southeast Alabama Regional Planning and Development Commission,24433
6500012,AL,2003,Southeast Alabama Regional Planning and Development Commission,25287
6500012,AL,2004,Southeast Alabama Regional Planning and Development Commission,26985
6500012,AL,2005,Southeast Alabama Regional Planning and Development Commission,28305
6500012,AL,2006,Southeast Alabama Regional Planning and Development Commission,29539
6500012,AL,2007,Southeast Alabama Regional Planning and Development Commission,30889
6500012,AL,2008,Southeast Alabama Regional Planning and Development Commission,31560
6500012,AL,2009,Southeast Alabama Regional Planning and Development Commission,31523
6500012,AL,2010,Southeast Alabama Regional Planning and Development Commission,32829
6500012,AL,2011,Southeast Alabama Regional Planning and Development Commission,33572
6500012,AL,2012,Southeast Alabama Regional Planning and Development Commission,33560
6500012,AL,2013,Southeast Alabama Regional Planning and Development Commission,34056
6500012,AL,2014,Southeast Alabama Regional Planning and Development Commission,34848
6500012,AL,2015,Southeast Alabama Regional Planning and Development Commission,36074
6500012,AL,2016,Southeast Alabama Regional Planning and Development Commission,36562
6500012,AL,2017,Southeast Alabama Regional Planning and Development Commission,37449
6500012,AL,2018,Southeast Alabama Regional Planning and Development Commission,38811
6500012,AL,2019,Southeast Alabama Regional Planning and Development Commission,40290
6500012,AL,2020,Southeast Alabama Regional Planning and Development Commission,43121
6500012,AL,2021,Southeast Alabama Regional Planning and Development Commission,47547
6500012,AL,2022,Southeast Alabama Regional Planning and Development Commission,48109
6500012,AL,2023,Southeast Alabama Regional Planning and Development Commission,49694
6500013,AL,2001,Top of Alabama Regional Council of Governments,26417
6500013,AL,2002,Top of Alabama Regional Council of Governments,26832
6500013,AL,2003,Top of Alabama Regional Council of Governments,28086
6500013,AL,2004,Top of Alabama Regional Council of Governments,29649
6500013,AL,2005,l,30980
6500013,AL,2006,Top of Alabama Regional Council of Governments,32313
6500013,AL,2007,Top of Alabama Regional Council of Governments,33961
6500013,AL,2008,Top of Alabama Regional Council of Governments,35531
6500013,AL,2009,Top of Alabama Regional Council of Governments,35153
6500013,AL,2010,Top of Alabama Regional Council of Governments,36365
6500013,AL,2011,Top of Alabama Regional Council of Governments,37380
6500013,AL,2012,Top of Alabama Regional Council of Governments,38060
6500013,AL,2013,Top of Alabama Regional Council of Governments,38158
6500013,AL,2014,Top of Alabama Regional Council of Governments,39098
6500013,AL,2015,Top of Alabama Regional Council of Governments,40575
6500013,AL,2016,Top of Alabama Regional Council of Governments,41242
6500013,AL,2017,Top of Alabama Regional Council of Governments,42506
6500013,AL,2018,Top of Alabama Regional Council of Governments,44166
6500013,AL,2019,Top of Alabama Regional Council of Governments,46228
6500013,AL,2020,Top of Alabama Regional Council of Governments,49401
6500013,AL,2021,Top of Alabama Regional Council of Governments,54185
6500013,AL,2022,Top of Alabama Regional Council of Governments,55864
6500013,AL,2023,Top of Alabama Regional Council of Governments,58539
6500014,AL,2001,West Alabama Regional Commission,22900
6500014,AL,2002,West Alabama Regional Commission,23525
6500014,AL,2003,West Alabama Regional Commission,24499
6500014,AL,2004,West Alabama Regional Commission,25673
6500014,AL,2005,West Alabama Regional Commission,27122
6500014,AL,2006,West Alabama Regional Commission,28234
6500014,AL,2007,West Alabama Regional Commission,29495
6500014,AL,2008,West Alabama Regional Commission,30266
6500014,AL,2009,West Alabama Regional Commission,29792
6500014,AL,2010,West Alabama Regional Commission,30525
6500014,AL,2011,West Alabama Regional Commission,31367
6500014,AL,2012,West Alabama Regional Commission,32098
6500014,AL,2013,West Alabama Regional Commission,32174
6500014,AL,2014,West Alabama Regional Commission,32703
6500014,AL,2015,West Alabama Regional Commission,33465
6500014,AL,2016,West Alabama Regional Commission,33540
6500014,AL,2017,West Alabama Regional Commission,34532
6500014,AL,2018,West Alabama Regional Commission,35405
6500014,AL,2019,West Alabama Regional Commission,36828
6500014,AL,2020,West Alabama Regional Commission,39031
6500014,AL,2021,West Alabama Regional Commission,41255
6500014,AL,2022,West Alabama Regional Commission,41823
6500014,AL,2023,West Alabama Regional Commission,43778
6500015,AR,2001,Central Arkansas Planning and Development District,28828
6500015,AR,2002,Central Arkansas Planning and Development District,29472
6500015,AR,2003,Central Arkansas Planning and Development District,30937
6500015,AR,2004,Central Arkansas Planning and Development District,32206
6500015,AR,2005,Central Arkansas Planning and Development District,33899
6500015,AR,2006,Central Arkansas Planning and Development District,35133
6500015,AR,2007,Central Arkansas Planning and Development District,37097
6500015,AR,2008,Central Arkansas Planning and Development District,37628
6500015,AR,2009,Central Arkansas Planning and Development District,37083
6500015,AR,2010,Central Arkansas Planning and Development District,37381
6500015,AR,2011,Central Arkansas Planning and Development District,38689
6500015,AR,2012,Central Arkansas Planning and Development District,40683
6500015,AR,2013,Central Arkansas Planning and Development District,39928
6500015,AR,2014,Central Arkansas Planning and Development District,41186
6500015,AR,2015,Central Arkansas Planning and Development District,42310
6500015,AR,2016,Central Arkansas Planning and Development District,43205
6500015,AR,2017,Central Arkansas Planning and Development District,43914
6500015,AR,2018,Central Arkansas Planning and Development District,44994
6500015,AR,2019,Central Arkansas Planning and Development District,46752
6500015,AR,2020,Central Arkansas Planning and Development District,51031
6500015,AR,2021,Central Arkansas Planning and Development District,55526
6500015,AR,2022,Central Arkansas Planning and Development District,56496
6500015,AR,2023,Central Arkansas Planning and Development District,59617
6500016,AR,2001,East Arkansas Planning and Development District,21153
6500016,AR,2002,East Arkansas Planning and Development District,21394
6500016,AR,2003,East Arkansas Planning and Development District,23282
6500016,AR,2004,East Arkansas Planning and Development District,23771
6500016,AR,2005,East Arkansas Planning and Development District,23475
6500016,AR,2006,East Arkansas Planning and Development District,24542
6500016,AR,2007,East Arkansas Planning and Development District,25875
6500016,AR,2008,East Arkansas Planning and Development District,26967
6500016,AR,2009,East Arkansas Planning and Development District,26987
6500016,AR,2010,East Arkansas Planning and Development District,27944
6500016,AR,2011,East Arkansas Planning and Development District,29674
6500016,AR,2012,East Arkansas Planning and Development District,30242
6500016,AR,2013,East Arkansas Planning and Development District,31386
6500016,AR,2014,East Arkansas Planning and Development District,31568
6500016,AR,2015,East Arkansas Planning and Development District,31545
6500016,AR,2016,East Arkansas Planning and Development District,32320
6500016,AR,2017,East Arkansas Planning and Development District,33385
6500016,AR,2018,East Arkansas Planning and Development District,34241
6500016,AR,2019,East Arkansas Planning and Development District,36015
6500016,AR,2020,East Arkansas Planning and Development District,39739
6500016,AR,2021,East Arkansas Planning and Development District,44082
6500016,AR,2022,East Arkansas Planning and Development District,44658
6500016,AR,2023,East Arkansas Planning and Development District,46103
6500017,AR,2001,"Northwest Arkansas Economic Development District, Inc.",25585
6500017,AR,2002,"Northwest Arkansas Economic Development District, Inc.",26396
6500017,AR,2003,"Northwest Arkansas Economic Development District, Inc.",27493
6500017,AR,2004,"Northwest Arkansas Economic Development District, Inc.",29910
6500017,AR,2005,"Northwest Arkansas Economic Development District, Inc.",31599
6500017,AR,2006,"Northwest Arkansas Economic Development District, Inc.",33755
6500017,AR,2007,"Northwest Arkansas Economic Development District, Inc.",35689
6500017,AR,2008,"Northwest Arkansas Economic Development District, Inc.",37342
6500017,AR,2009,"Northwest Arkansas Economic Development District, Inc.",35221
6500017,AR,2010,"Northwest Arkansas Economic Development District, Inc.",36129
6500017,AR,2011,"Northwest Arkansas Economic Development District, Inc.",39972
6500017,AR,2012,"Northwest Arkansas Economic Development District, Inc.",44938
6500017,AR,2013,"Northwest Arkansas Economic Development District, Inc.",44223
6500017,AR,2014,"Northwest Arkansas Economic Development District, Inc.",49080
6500017,AR,2015,"Northwest Arkansas Economic Development District, Inc.",51769
6500017,AR,2016,"Northwest Arkansas Economic Development District, Inc.",53513
6500017,AR,2017,"Northwest Arkansas Economic Development District, Inc.",55270
6500017,AR,2018,"Northwest Arkansas Economic Development District, Inc.",58743
6500017,AR,2019,"Northwest Arkansas Economic Development District, Inc.",56634
6500017,AR,2020,"Northwest Arkansas Economic Development District, Inc.",59042
6500017,AR,2021,"Northwest Arkansas Economic Development District, Inc.",70073
6500017,AR,2022,"Northwest Arkansas Economic Development District, Inc.",76766
6500017,AR,2023,"Northwest Arkansas Economic Development District, Inc.",80171
6500018,AR,2001,Southeast Arkansas Economic Development District,21000
6500018,AR,2002,Southeast Arkansas Economic Development District,21321
6500018,AR,2003,Southeast Arkansas Economic Development District,23207
6500018,AR,2004,Southeast Arkansas Economic Development District,24369
6500018,AR,2005,Southeast Arkansas Economic Development District,24615
6500018,AR,2006,Southeast Arkansas Economic Development District,25497
6500018,AR,2007,Southeast Arkansas Economic Development District,27166
6500018,AR,2008,Southeast Arkansas Economic Development District,27940
6500018,AR,2009,Southeast Arkansas Economic Development District,28273
6500018,AR,2010,Southeast Arkansas Economic Development District,29212
6500018,AR,2011,Southeast Arkansas Economic Development District,30618
6500018,AR,2012,Southeast Arkansas Economic Development District,31594
6500018,AR,2013,Southeast Arkansas Economic Development District,32848
6500018,AR,2014,Southeast Arkansas Economic Development District,32896
6500018,AR,2015,Southeast Arkansas Economic Development District,33228
6500018,AR,2016,Southeast Arkansas Economic Development District,33874
6500018,AR,2017,Southeast Arkansas Economic Development District,35176
6500018,AR,2018,Southeast Arkansas Economic Development District,36151
6500018,AR,2019,Southeast Arkansas Economic Development District,37686
6500018,AR,2020,Southeast Arkansas Economic Development District,41058
6500018,AR,2021,Southeast Arkansas Economic Development District,44988
6500018,AR,2022,Southeast Arkansas Economic Development District,46034
6500018,AR,2023,Southeast Arkansas Economic Development District,47204
6500019,AR,2001,Southwest Arkansas Planning and Development District,22145
6500019,AR,2002,Southwest Arkansas Planning and Development District,22475
6500019,AR,2003,Southwest Arkansas Planning and Development District,22911
6500019,AR,2004,Southwest Arkansas Planning and Development District,24521
6500019,AR,2005,Southwest Arkansas Planning and Development District,25514
6500019,AR,2006,Southwest Arkansas Planning and Development District,26871
6500019,AR,2007,Southwest Arkansas Planning and Development District,28581
6500019,AR,2008,Southwest Arkansas Planning and Development District,29972
6500019,AR,2009,Southwest Arkansas Planning and Development District,28520
6500019,AR,2010,Southwest Arkansas Planning and Development District,29550
6500019,AR,2011,Southwest Arkansas Planning and Development District,30946
6500019,AR,2012,Southwest Arkansas Planning and Development District,32696
6500019,AR,2013,Southwest Arkansas Planning and Development District,32404
6500019,AR,2014,Southwest Arkansas Planning and Development District,34138
6500019,AR,2015,Southwest Arkansas Planning and Development District,33886
6500019,AR,2016,Southwest Arkansas Planning and Development District,33964
6500019,AR,2017,Southwest Arkansas Planning and Development District,35440
6500019,AR,2018,Southwest Arkansas Planning and Development District,36506
6500019,AR,2019,Southwest Arkansas Planning and Development District,37457
6500019,AR,2020,Southwest Arkansas Planning and Development District,40837
6500019,AR,2021,Southwest Arkansas Planning and Development District,44671
6500019,AR,2022,Southwest Arkansas Planning and Development District,46394
6500019,AR,2023,Southwest Arkansas Planning and Development District,47153
6500020,AR,2001,West Central Arkansas Planning and Development District,21886
6500020,AR,2002,West Central Arkansas Planning and Development District,22071
6500020,AR,2003,West Central Arkansas Planning and Development District,22915
6500020,AR,2004,West Central Arkansas Planning and Development District,24277
6500020,AR,2005,West Central Arkansas Planning and Development District,25290
6500020,AR,2006,West Central Arkansas Planning and Development District,26063
6500020,AR,2007,West Central Arkansas Planning and Development District,27400
6500020,AR,2008,West Central Arkansas Planning and Development District,28043
6500020,AR,2009,West Central Arkansas Planning and Development District,27696
6500020,AR,2010,West Central Arkansas Planning and Development District,28549
6500020,AR,2011,West Central Arkansas Planning and Development District,29828
6500020,AR,2012,West Central Arkansas Planning and Development District,30930
6500020,AR,2013,West Central Arkansas Planning and Development District,30976
6500020,AR,2014,West Central Arkansas Planning and Development District,32491
6500020,AR,2015,West Central Arkansas Planning and Development District,33176
6500020,AR,2016,West Central Arkansas Planning and Development District,33719
6500020,AR,2017,West Central Arkansas Planning and Development District,34674
6500020,AR,2018,West Central Arkansas Planning and Development District,35757
6500020,AR,2019,West Central Arkansas Planning and Development District,36897
6500020,AR,2020,West Central Arkansas Planning and Development District,39687
6500020,AR,2021,West Central Arkansas Planning and Development District,43270
6500020,AR,2022,West Central Arkansas Planning and Development District,44624
6500020,AR,2023,West Central Arkansas Planning and Development District,45907
6500021,AR,2001,Western Arkansas Planning and Development District,22294
6500021,AR,2002,Western Arkansas Planning and Development District,22319
6500021,AR,2003,Western Arkansas Planning and Development District,23300
6500021,AR,2004,Western Arkansas Planning and Development District,25143
6500021,AR,2005,Western Arkansas Planning and Development District,25999
6500021,AR,2006,Western Arkansas Planning and Development District,27167
6500021,AR,2007,Western Arkansas Planning and Development District,28134
6500021,AR,2008,Western Arkansas Planning and Development District,29513
6500021,AR,2009,Western Arkansas Planning and Development District,28659
6500021,AR,2010,Western Arkansas Planning and Development District,29433
6500021,AR,2011,Western Arkansas Planning and Development District,31273
6500021,AR,2012,Western Arkansas Planning and Development District,32470
6500021,AR,2013,Western Arkansas Planning and Development District,32632
6500021,AR,2014,Western Arkansas Planning and Development District,34401
6500021,AR,2015,Western Arkansas Planning and Development District,34968
6500021,AR,2016,Western Arkansas Planning and Development District,35216
6500021,AR,2017,Western Arkansas Planning and Development District,36141
6500021,AR,2018,Western Arkansas Planning and Development District,37047
6500021,AR,2019,Western Arkansas Planning and Development District,38295
6500021,AR,2020,Western Arkansas Planning and Development District,40791
6500021,AR,2021,Western Arkansas Planning and Development District,44481
6500021,AR,2022,Western Arkansas Planning and Development District,45369
6500021,AR,2023,Western Arkansas Planning and Development District,46214
6500022,AR,2001,White River Planning and Development District,20175
